Altium Designer Pick and Place Locations
D:\Altuim projects\Raspberry pi PCB\Raspberry pi4\Project Outputs for Raspberry pi4\Pick Place for raspberry pi4.txt

========================================================================================================================
File Design Information:

Date:       10/09/25
Time:       00:00
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                               Layer    Footprint                                  Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
J2         MAGJACK-A70-112-331N126               TopLayer EDAC_A70-112-331N126                       2128.543      3962.008      270      "1 Port RJ45 Magjack Connector Through Hole 10/100 Base-T, AutoMDIX"                                                                                                                                                                                                                                                                                                                                                                                                                                                               
R19        "2.2 k"                               TopLayer RESC1005X35N                               5216.535      3946.771      90       "CPF 0402 2K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R6         1K                                    TopLayer RESC2012X65N                               5039.370      3053.740      90       "CPF 0805 20R 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R5         2.7K                                  TopLayer RESC2012X65N                               4842.520      3053.740      90       "RES SMD 2.7K OHM 0.1% 1/10W 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C41        "100 n"                               TopLayer CAPC1005X55N                               5414.685      4299.370      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C34        "100 n"                               TopLayer CAPC1005X55N                               5413.386      4202.756      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C33        "100 n"                               TopLayer CAPC1005X55N                               5001.890      3946.771      90       "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C26        "100 n"                               TopLayer CAPC1005X55N                               5905.512      4114.173      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C21        "100 n"                               TopLayer CAPC1005X55N                               5019.685      4490.945      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C19        "27 PF"                               TopLayer CAPC1005X55N                               2716.535      2527.126      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C18        "27 PF"                               TopLayer CAPC1005X55N                               2519.685      2527.126      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C17        "100 n"                               TopLayer CAPC1005X55N                               3129.921      2010.354      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C16        "100 n"                               TopLayer CAPC1005X55N                               3307.087      2010.354      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C15        "100 n"                               TopLayer CAPC1005X55N                               3484.252      2010.354      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C14        "100 n"                               TopLayer CAPC1005X55N                               3661.417      2007.874      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C13        "100 n"                               TopLayer CAPC1005X55N                               3661.417      1889.764      90       "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C12        "100 n"                               TopLayer CAPC1005X55N                               3484.252      1889.764      90       "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C9         "100 n"                               TopLayer CAPC1005X55N                               4630.000      2060.000      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C8         "100 n"                               TopLayer CAPC1005X55N                               5026.457      2401.575      180      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C7         "100 n"                               TopLayer CAPC1005X55N                               4866.260      2541.260      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C5         "100 n"                               TopLayer CAPC1005X55N                               5406.890      2729.370      0        "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C4         "100 n"                               TopLayer CAPC1005X55N                               5219.016      3149.606      180      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C3         1nf                                   TopLayer CAPC1005X55N                               2363.661      4370.079      180      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C1         "100 n"                               TopLayer CAPC1005X55N                               5196.850      3582.677      270      "C Series 0402 0.1 uF 16 V ±20 % Tolerance X7R SMT Multilayer Ceramic Capacitor"                                                                                                                                                                                                                                                                                                                                                                                                                                                  
Y2         FOXSDLF/240F-20                       TopLayer XTAL_FOXSDLF/240F-20                       2618.110      2775.591      0        "24 MHz ±30 ppm Cristal 20 pF 30 ohmios HC-49/US"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
Y1         CM7V-T1A-32.768KHZ-12.5PF-10PPM-TB-QC TopLayer XTAL_CM7V-T1A-32.768KHZ-12.5PF-10PPM-TB-QC 5021.890      2629.370      90       "Tuning Fork Crystal 32.768kHz in SMD 1.5 x 3.2 mm package"                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
U1         CM4102008                             TopLayer MODULE_CM4102008                           3879.528      3492.126      90       "Raspberry Pi Compute Module 4 with WiFi 2GB RAM 8GB Flash"                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
R20        "15 k"                                TopLayer RESC2012X65N                               2674.606      1456.693      180      "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R18        "20 K"                                TopLayer RESC2012X65N                               5688.976      4232.283      270      "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R17        "12 k"                                TopLayer RESC2012X65N                               5905.512      4389.764      90       "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R16        10                                    TopLayer RESC2012X65N                               5216.535      4446.260      270      "CPF 0805 20R 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R15        "2.2 k"                               TopLayer RESC2012X65N                               3383.268      1535.433      0        "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R14        "2.2 k"                               TopLayer RESC2012X65N                               3385.827      1712.598      180      "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R13        "12 k"                                TopLayer RESC2012X65N                               2283.465      2536.811      270      "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R12        "1 k"                                 TopLayer RESC1005X35N                               2641.732      3055.118      270      "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R11        "36 K"                                TopLayer RESC1005X35N                               4370.079      1751.968      0        "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R10        "510 K"                               TopLayer RESC1005X35N                               4951.890      2784.370      270      "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R9         "510 K"                               TopLayer RESC1005X35N                               4866.260      2401.575      0        "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R8         "12 k"                                TopLayer RESC2012X65N                               2500.000      3383.268      90       "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
R7         "1 k"                                 TopLayer RESC1005X35N                               2185.039      3375.984      90       "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R4         "470 ohm"                             TopLayer RESC2012X65N                               1889.764      3484.252      0        "CPF 0402 470R 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
R3         "470 ohm"                             TopLayer RESC2012X65N                               1845.000      4505.000      0        "CPF 0402 470R 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
R2         "1 k"                                 TopLayer RESC1005X35N                               2974.134      3425.197      180      "CPF 0402 1K1 0.1% 25PPM 1K RL"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
R1         "12 K"                                TopLayer RESC2012X65N                               5236.221      3759.843      180      "Surface Mount Thin Film Resistor, Cpf Series, 12.1 Kohm, 63 Mw, - 0.1%, 25 V"                                                                                                                                                                                                                                                                                                                                                                                                                                                     
P7         "Header 5X2"                          TopLayer HDR2X5                                     2124.409      1544.488      180      "Header, 5-Pin, Dual row"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
P6         "Header 7X2"                          TopLayer HDR2X7                                     6092.926      2598.806      90       "Header, 7-Pin, Dual row"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
P5         "Header 4"                            TopLayer HDR1X4                                     4405.000      1465.000      180      "Header, 4-Pin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
